,ダウンロードした時刻：2023/12/14 21:16:16,,,,,,,,
,,,,,,,,,
,,,,種子島,種子島,種子島,種子島,種子島,種子島
,年,月,日,降水量の合計(mm),降水量の合計(mm),平均風速(m/s),平均気温(℃),最高気温(℃),最低気温(℃)
,,,,,,,,,
,,,,,現象なし情報,,,,
site,year,month,day,rainfall,rainfall10,wind_speed,temp_mean,temp_max,temp_min
tane,2021,1,25,,,6.2,15.6,17.8,13.8
tane,2021,1,26,,,4.9,17,19,14.9
tane,2021,1,27,,,6.3,14.9,17.4,13.2
tane,2021,1,28,,,8.9,13.6,15.5,11.4
tane,2021,1,29,,,14.2,7.9,11.9,6.2
tane,2021,1,30,,,6.8,9,11.2,4.7
tane,2021,1,31,,,2.8,10.7,16,6.7
tane,2021,2,1,,,5.5,15.9,20.3,6.9
tane,2021,2,2,,,11.3,14,19.9,10.1
tane,2021,2,3,,,9.6,9.6,11,7.8
tane,2021,2,4,,,6.2,12.9,16.8,9.7
tane,2021,2,5,,,3.5,12.8,15.1,11.3
tane,2021,2,6,,,5.6,15.8,18.5,12.4
tane,2021,2,7,,,7.5,15.2,16.9,13.8
tane,2021,2,8,,,10,13.6,15.7,10.1
tane,2021,2,9,,,5.7,11.2,13.4,8.8
tane,2021,2,10,,,4.2,13.3,15.9,8.3
tane,2021,2,11,,,3.9,13.8,15.9,9.8
tane,2021,2,12,,,4.7,14.8,17.2,12.5
tane,2021,2,13,,,5.5,17,20.9,15
tane,2021,2,14,,0,4.8,18.3,21,15.8
tane,2021,2,15,,0,13.8,16.7,19.3,12.8
tane,2021,2,16,,,10.3,11.9,13.6,10.8
tane,2021,2,17,,,16.3,9.9,13.7,7.1
tane,2021,2,18,,,14.4,7.2,9.2,4.8
tane,2021,2,19,,1,8.3,10.1,13,7.1
tane,2021,2,20,0,1,9.7,15.7,17.8,12.4
tane,2021,2,21,0,1,7.5,18,20.7,14.6
tane,2021,2,22,0,1,5.3,17.8,21.3,12
tane,2021,2,23,0,1,4.6,16.6,18.9,12.9
tane,2021,2,24,0,1,3.2,14.1,18.8,10.1
tane,2021,2,25,0,1,3.5,16.1,21.1,10
tane,2021,2,26,65.5,0,8.7,15.2,18.5,12.3
tane,2021,2,27,3.5,0,11.6,14.7,16,13.1
tane,2021,2,28,7,0,7.5,16.4,17.9,14
tane,2021,3,1,1,0,4.4,18.3,21.5,16
tane,2021,3,2,4.5,0,9.8,15.2,19.5,10.7
tane,2021,3,3,0,1,4.7,11.1,13.5,7.5
tane,2021,3,4,23.5,0,4.5,15.3,17.4,13
tane,2021,3,5,2,0,7.9,18,19.9,16.7
tane,2021,3,6,0,1,5,17.4,19.5,15.4
tane,2021,3,7,11.5,0,6.5,14.2,16.2,13
tane,2021,3,8,0,0,3.9,14.7,16.2,12.6
tane,2021,3,9,2,0,2.9,14.8,17.4,12.4
tane,2021,3,10,0,1,4.6,15.9,19.4,11
tane,2021,3,11,0,1,3.8,16.5,20.8,11.2
tane,2021,3,12,0.5,0,7.1,17.8,20.3,16.2
tane,2021,3,13,0,1,9.8,16.2,18,15.2
tane,2021,3,14,0,1,5.7,15.6,17.6,12.6
tane,2021,3,15,0,1,2.8,13.7,18.2,8.9
tane,2021,3,16,0,0,5,17.7,23.5,9.6
